Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Low stock level;Send email when quantity is below this level;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URLs (x,y,z...);Image alt texts (x,y,z...);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
332;2503;Rozmiar:select:0;21x30 cm:0;alphabet-k-plakat-21x30-cm;alphabet-k-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2503_2.jpg;Alphabet K Plakat / Plakaty dla dzieci w Desenio AB (2503);0;0;0;0
332;2503;Rozmiar:select:0;30x40 cm:0;alphabet-k-plakat-30x40-cm;alphabet-k-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2503_2.jpg;Alphabet K Plakat / Plakaty dla dzieci w Desenio AB (2503);0;0;0;0
333;2493;Rozmiar:select:0;21x30 cm:0;alphabet-a-plakat-21x30-cm;alphabet-a-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2493_2.jpg;Alphabet A Plakat / Plakaty dla dzieci w Desenio AB (2493);0;0;0;0
333;2493;Rozmiar:select:0;30x40 cm:0;alphabet-a-plakat-30x40-cm;alphabet-a-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2493_2.jpg;Alphabet A Plakat / Plakaty dla dzieci w Desenio AB (2493);0;0;0;0
334;2508;Rozmiar:select:0;21x30 cm:0;alphabet-p-plakat-21x30-cm;alphabet-p-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2508_2.jpg;Alphabet P Plakat / Plakaty dla dzieci w Desenio AB (2508);0;0;0;0
334;2508;Rozmiar:select:0;30x40 cm:0;alphabet-p-plakat-30x40-cm;alphabet-p-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2508_2.jpg;Alphabet P Plakat / Plakaty dla dzieci w Desenio AB (2508);0;0;0;0
335;2495;Rozmiar:select:0;21x30 cm:0;alphabet-c-plakat-21x30-cm;alphabet-c-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2495_2.jpg;Alphabet C Plakat / Plakaty dla dzieci w Desenio AB (2495);0;0;0;0
335;2495;Rozmiar:select:0;30x40 cm:0;alphabet-c-plakat-30x40-cm;alphabet-c-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2495_2.jpg;Alphabet C Plakat / Plakaty dla dzieci w Desenio AB (2495);0;0;0;0
336;2507;Rozmiar:select:0;21x30 cm:0;alphabet-o-plakat-21x30-cm;alphabet-o-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2507_2.jpg;Alphabet O Plakat / Plakaty dla dzieci w Desenio AB (2507);0;0;0;0
336;2507;Rozmiar:select:0;30x40 cm:0;alphabet-o-plakat-30x40-cm;alphabet-o-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2507_2.jpg;Alphabet O Plakat / Plakaty dla dzieci w Desenio AB (2507);0;0;0;0
337;2505;Rozmiar:select:0;21x30 cm:0;alphabet-m-plakat-21x30-cm;alphabet-m-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2505_2.jpg;Alphabet M Plakat / Plakaty dla dzieci w Desenio AB (2505);0;0;0;0
337;2505;Rozmiar:select:0;30x40 cm:0;alphabet-m-plakat-30x40-cm;alphabet-m-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2505_2.jpg;Alphabet M Plakat / Plakaty dla dzieci w Desenio AB (2505);0;0;0;0
338;2615;Rozmiar:select:0;30x40 cm:0;letter-b-plakat-30x40-cm;letter-b-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2615_2.jpg;Letter B Plakat / Plakaty z napisami w Desenio AB (2615);0;0;0;0
338;2615;Rozmiar:select:0;50x70 cm:0;letter-b-plakat-50x70-cm;letter-b-plakat-50x70-cm;;;;32.520325;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2615_2.jpg;Letter B Plakat / Plakaty z napisami w Desenio AB (2615);0;0;0;0
339;12011;Rozmiar:select:0;30x40 cm:0;didot-ampersand-plakat-30x40-cm;didot-ampersand-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/12011_2.jpg;Didot Ampersand Plakat / Plakaty z napisami w Desenio AB (12011);0;0;0;0
