Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
PHS31;1;Zawieszka do plakatu 31 cm, czarna, mocowanie magnetyczne;30x40 cm,Czarne drewniane ramki,Akcesoria,Zawieszka do plakatu;47.97;1;;;;;;;PHS31;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu - Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu, 31 cm;									Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu. Ta stylowa zawieszka do plakatu wyposażona jest w magnesy, które sprytnie przytrzymują plakat, nie uszkadzając go. Pasuje do plakatów w formacie portretowym o wymiarach 30x40 i plakatów w orientacji poziomej o wymiarach 21x30. ;30x40 cm,Czarne drewniane ramki,Akcesoria,Zawieszka do plakatu;Zawieszka do plakatu 31 cm, czarna, mocowanie magnetyczne;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;zawieszka-do-plakatu-31cm-czarna-mocowanie-magnetyczne;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/PHS31.jpg; - Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu, 31 cm;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
PHE31;1;Zawieszka do plakatu 31 cm, dąb, mocowanie magnetyczne;30x40 cm,Dębowe ramki,Akcesoria,Zawieszka do plakatu;47.97;1;;;;;;;PHE31;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu - Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu, 31 cm;									Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu. Ta zawieszka do plakatu wyposażona jest w magnes, który sprytnie przytrzymuje plakat, nie uszkadzając go. Pasuje do plakatów w formacie portretowym o wymiarach 30x40 i plakatów w orientacji poziomej o wymiarach 21x30. ;30x40 cm,Dębowe ramki,Akcesoria,Zawieszka do plakatu;Zawieszka do plakatu 31 cm, dąb, mocowanie magnetyczne;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;zawieszka-do-plakatu-31cm-dab-mocowanie-magnetyczne;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/PHE31.jpg; - Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu, 31 cm;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
PHV31;1;Zawieszka do plakatu 31 cm, biała, mocowanie magnetyczne;30x40 cm,Białe drewniane ramki,Akcesoria,Zawieszka do plakatu;47.97;1;;;;;;;PHV31;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Biała zawieszka do plakatu z mocowaniem za pomocą magnesu - Biała zawieszka do plakatu z mocowaniem za pomocą magnesu, 31 cm;									Biała, drewniana zawieszka do plakatu z mocowaniem za pomocą magnesu. Sprytna konstrukcja wykorzystująca magnesy sprawia, że zawieszka ta pozwala pięknie wyeksponować wybrane dzieło. Pasuje do plakatów w formacie portretowym o wymiarach 30x40 i plakatów w orientacji poziomej o wymiarach 21x30. ;30x40 cm,Białe drewniane ramki,Akcesoria,Zawieszka do plakatu;Zawieszka do plakatu 31 cm, biała, mocowanie magnetyczne;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;zawieszka-do-plakatu-31cm-biala-mocowanie-magnetyczne;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/PHV31.jpg; - Biała zawieszka do plakatu z mocowaniem za pomocą magnesu, 31 cm;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
AAP11741-5;1;Białe passe-partout 30x40 cm;30x40 cm,Akcesoria,Passe-partout;17.07;1;;;;;;;AAP11741-5;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Białe passe-partout 30x40 cm;									Białe passe-partout z białym rdzeniem, pasujące do ramki w rozmiarze 30x40 cm. Otwór w passe-partout pasuje do plakatu w rozmiarze 21x30 cm (sam otwór ma wymiary 20x29 cm). Kolor biały ma odcień kredowej bieli. ;30x40 cm,Akcesoria,Passe-partout;Białe passe-partout 30x40 cm;;Białe passe-partout do ramek o wymiarach 30 x 40 i plakatów o wymiarach 21 x 30. Nie zawiera kwasów. Kup online. Więcej kolorów i rozmiarów na Desenio.pl;biale-passe-partout-30x40-cm;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/AAP11741-5.jpg;Białe passe-partout 30x40 cm / Passe-partout w Desenio AB (AAP11741-5);1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
AAP11610-5;1;Czarne passe-partout, 30x40 cm;30x40 cm,Akcesoria,Passe-partout;17.07;1;;;;;;;AAP11610-5;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Czarne passe-partout, 30x40 cm;									Czarne passe-partout (czarna obwoluta) mieszczące się w ramce o wymiarach 30x40 cm. Okienko passe-partout mieści plakaty w rozmiarze 21x30 cm (okienko ma wymiary 20x29 cm). Głęboka czerń. Produkt nie zawiera kwasu.									;30x40 cm,Akcesoria,Passe-partout;Czarne passe-partout, 30x40 cm;;Czarne passe-partout do ramek o wymiarach 30 x 40 i plakatów o wymiarach 21 x 30. Nie zawiera kwasów. Kup online. Więcej kolorów i rozmiarów na Desenio.pl;czarne-passe-partout-30x40-cm;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/AAP11610-5.jpg;Czarne passe-partout, 30x40 cm / Passe-partout w Desenio AB (AAP11610-5);1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
AAMP50135;1;Ramka drewniana brązowa, 40x50;40x50 cm;80.49;1;;;;;;;AAMP50135;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Ramka z ciemnego drewna - Ramka z ciemnego drewna na plakaty o wymiarach 40x50;									Ramka z ciemnego drewna na plakaty o wymiarach 40x50 cm. Ta elegancka ramka z ciemnego drewna dodaje kontrastu otaczającej Cię sztuce. Wyposażona jest w szybę z pleksiglasu, czyli lekkiego, długotrwałego i odpornego na stłuczenie materiału. ;40x50 cm;Ramka drewniana brązowa, 40x50;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;ramka-drewniana-brazowa-40x50;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/AAMP50135.jpg; - Ramka z ciemnego drewna na plakaty o wymiarach 40x50;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
9022-4050;1;Ramka metalowa miedziana, 40x50;40x50 cm;80.49;1;;;;;;;9022-4050;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Miedziana metalowa ramka, 40x50 - Miedziana metalowa ramka na plakaty o wymiarach 40x50;									Miedziana metalowa ramka na plakaty i reprodukcje o wymiarach 40x50. Te stylowe i nowoczesne miedziane ramki nadają przestrzeniom modny wygląd i podkreślają sztukę zdobiącą Twój dom! Nasze miedziane ramki mają szybę wykonaną ze szkła akrylowego, czyli lekkiego i odpornego na stłuczenie materiału. ;40x50 cm;Ramka metalowa miedziana, 40x50;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;ramka-metalowa-miedziana-40x50;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/9022-4050.jpg; - Miedziana metalowa ramka na plakaty o wymiarach 40x50;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
9013-4050;1;Ramka metalowa srebrna, 40x50;40x50 cm;80.49;1;;;;;;;9013-4050;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Srebrna metalowa ramka, 40x50 - Srebrna metalowa ramka na plakaty o wymiarach 40x50;									Srebrna metalowa ramka na plakaty i reprodukcje o wymiarach 40x50 cm. Nasze srebrne metalowe ramki mają smukły, elegancki profil i dobrze przylegają do ściany. Ramka wyposażona jest w szybę z pleksiglasu, czyli lekkiego, długotrwałego i odpornego na stłuczenie materiału. ;40x50 cm;Ramka metalowa srebrna, 40x50;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;ramka-metalowa-srebrna-40x50;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/9013-4050.jpg; - Srebrna metalowa ramka na plakaty o wymiarach 40x50;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
9005-4050;1;Ramka metalowa czarna, 40x50;40x50 cm;80.49;1;;;;;;;9005-4050;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Czarna metalowa ramka, 40x50 - Czarna metalowa ramka na plakaty o wymiarach 40x50;									Czarne metalowe ramki na plakaty o wymiarach 40x50 cm. Te wysokiej jakości ramki będą wyglądać pięknie w każdym domu i nadadzą nowoczesny wygląd ścianie z obrazami. Szybę wykonano z przezroczystego szkła akrylowego, dzięki czemu jest lekka i odporna na stłuczenie. ;40x50 cm;Ramka metalowa czarna, 40x50;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;ramka-metalowa-czarna-40x50;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/9005-4050.jpg; - Czarna metalowa ramka na plakaty o wymiarach 40x50;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
PHS41;1;Zawieszka do plakatu 41 cm, czarna, mocowanie magnetyczne;40x50 cm,Czarne drewniane ramki,Akcesoria,Zawieszka do plakatu;52.03;1;;;;;;;PHS41;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu - Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu, 41 cm;									Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu. Ta stylowa zawieszka do plakatu wyposażona jest w magnesy, które sprytnie przytrzymują plakat, nie uszkadzając go. Pasuje do plakatów w formacie portretowym o wymiarach 40x50 i plakatów w orientacji poziomej o wymiarach 30x40. ;40x50 cm,Czarne drewniane ramki,Akcesoria,Zawieszka do plakatu;Zawieszka do plakatu 41 cm, czarna, mocowanie magnetyczne;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;zawieszka-do-plakatu-41cm-czarna-mocowanie-magnetyczne;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/PHS41.jpg; - Czarna zawieszka do plakatu z mocowaniem za pomocą magnesu, 41 cm;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
PHE41;1;Zawieszka do plakatu 41 cm, dąb, mocowanie magnetyczne;40x50 cm,Dębowe ramki,Akcesoria,Zawieszka do plakatu;52.03;1;;;;;;;PHE41;;;;;;0;0.13;0.18;0.021;0.18;3-7;3-7;100;1;0;0;both;;;;Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu - Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu, 41 cm;									Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu. Ta zawieszka do plakatu wyposażona jest w magnes, który sprytnie przytrzymuje plakat, nie uszkadzając go. Pasuje do plakatów w formacie portretowym o wymiarach 40x50 i plakatów w orientacji poziomej o wymiarach 30x40. ;40x50 cm,Dębowe ramki,Akcesoria,Zawieszka do plakatu;Zawieszka do plakatu 41 cm, dąb, mocowanie magnetyczne;;Kupuj popularne obrazy online, na stronie Desenio.pl Wybieraj spośród mnóstwa modnych plakatów w stylu skandynawskim. Szybka dostawa i wiele zadowolonych klientów. Plakaty i reprodukcje ze sztuką nowoczesną w najlepszym stylu.;zawieszka-do-plakatu-41cm-dab-mocowanie-magnetyczne;W Magazynie.;Brak w magazynie;0;;;1;http://localhost/images/PHE41.jpg; - Dębowa zawieszka do plakatu z mocowaniem za pomocą magnesu, 41 cm;1;;0;new;0;0;0;0;0;;;;;0;0;0;0;
